edge,geodesic_distance_km,gh_distance_km,distance_diff_km,distance_pct_change,geodesic_time_min,gh_time_min,time_diff_min,time_pct_change
17031830700->17031032100,1.1760700733413747,1.1760700733413747,0.0,0.0,2.3521401466827494,2.3521401466827494,0.0,0.0
17031830700->17031031100,1.327346839026344,1.327346839026344,0.0,0.0,2.654693678052688,2.654693678052688,0.0,0.0
17031830700->17031031400,1.4660269364314498,1.4660269364314498,0.0,0.0,2.9320538728628995,2.9320538728628995,0.0,0.0
17031830700->17031060100,1.7574360084963347,1.7574360084963347,0.0,0.0,3.5148720169926695,3.5148720169926695,0.0,0.0
17031830700->17031031800,1.5540352972543534,1.5540352972543534,0.0,0.0,3.108070594508707,3.108070594508707,0.0,0.0
17031062600->17031062700,0.6136909730686974,0.6136909730686974,0.0,0.0,1.2273819461373947,1.2273819461373947,0.0,0.0
17031062600->17031070700,0.6914450544358559,0.6914450544358559,0.0,0.0,1.3828901088717118,1.3828901088717118,0.0,0.0
17031062600->17031051300,0.7394275051507185,0.7394275051507185,0.0,0.0,1.478855010301437,1.478855010301437,0.0,0.0
17031062600->17031070600,0.8125949508555309,0.8125949508555309,0.0,0.0,1.6251899017110618,1.6251899017110618,0.0,0.0
17031062600->17031062500,1.2215726792931776,1.2215726792931776,0.0,0.0,2.443145358586355,2.443145358586355,0.0,0.0
17031062600->17031062400,1.2092724881369674,1.2092724881369674,0.0,0.0,2.418544976273935,2.418544976273935,0.0,0.0
17031062600->17031062800,1.0640403152081805,1.0640403152081805,0.0,0.0,2.128080630416361,2.128080630416361,0.0,0.0
17031062600->17031070500,1.1654400052588016,1.1654400052588016,0.0,0.0,2.3308800105176033,2.3308800105176033,0.0,0.0
17031062600->17031051200,1.4968652620657488,1.4968652620657488,0.0,0.0,2.9937305241314975,2.9937305241314975,0.0,0.0
17031062600->17031051400,1.3296077223821623,1.3296077223821623,0.0,0.0,2.6592154447643246,2.6592154447643246,0.0,0.0
17031062600->17031832500,1.807635737607694,1.807635737607694,0.0,0.0,3.615271475215388,3.615271475215388,0.0,0.0
17031030900->17031030400,0.7818176509488483,0.7818176509488483,0.0,0.0,1.5636353018976965,1.5636353018976965,0.0,0.0
17031030900->17031040100,0.859432746476672,0.859432746476672,0.0,0.0,1.718865492953344,1.718865492953344,0.0,0.0
17031030900->17031031000,1.407074720798747,1.407074720798747,0.0,0.0,2.814149441597494,2.814149441597494,0.0,0.0
17031030900->17031030500,1.226684460802826,1.226684460802826,0.0,0.0,2.453368921605652,2.453368921605652,0.0,0.0
17031030900->17031030800,1.1416463053993644,1.1416463053993644,0.0,0.0,2.283292610798729,2.283292610798729,0.0,0.0
17031030900->17031040402,1.545508449985609,1.545508449985609,0.0,0.0,3.091016899971218,3.091016899971218,0.0,0.0
17031030900->17031031100,1.6392595731845314,1.6392595731845314,0.0,0.0,3.278519146369063,3.278519146369063,0.0,0.0
17031030900->17031030300,2.2796325118502883,2.2796325118502883,0.0,0.0,4.5592650237005765,4.5592650237005765,0.0,0.0
17031030900->17031030701,1.7190480528933914,1.7190480528933914,0.0,0.0,3.4380961057867827,3.4380961057867827,0.0,0.0
17031030900->17031031800,2.300193986500813,2.300193986500813,0.0,0.0,4.600387973001626,4.600387973001626,0.0,0.0
17031030900->17031020902,2.285495039503247,2.285495039503247,0.0,0.0,4.570990079006494,4.570990079006494,0.0,0.0
17031040201->17031040202,0.8326572898494317,0.8326572898494317,0.0,0.0,1.6653145796988633,1.6653145796988633,0.0,0.0
17031040201->17031040401,0.9004480140055112,0.9004480140055112,0.0,0.0,1.8008960280110224,1.8008960280110224,0.0,0.0
17031040201->17031040300,0.9006740614527888,0.9006740614527888,0.0,0.0,1.8013481229055777,1.8013481229055777,0.0,0.0
17031040201->17031040700,1.2115904167020597,1.2115904167020597,0.0,0.0,2.4231808334041194,2.4231808334041194,0.0,0.0
17031040201->17031040800,1.6471863711459,1.6471863711459,0.0,0.0,3.2943727422918,3.2943727422918,0.0,0.0
17031040201->17031020801,1.767583738817965,1.767583738817965,0.0,0.0,3.53516747763593,3.53516747763593,0.0,0.0
17031040201->17031040600,1.5770602953888284,1.5770602953888284,0.0,0.0,3.154120590777657,3.154120590777657,0.0,0.0
17031040201->17031040100,1.7308578645623833,1.7308578645623833,0.0,0.0,3.4617157291247667,3.4617157291247667,0.0,0.0
17031040201->17031040900,1.9903261749736627,1.9903261749736627,0.0,0.0,3.9806523499473254,3.9806523499473254,0.0,0.0
17031040201->17031140800,2.118164033476615,2.118164033476615,0.0,0.0,4.23632806695323,4.23632806695323,0.0,0.0
17031040201->17031140100,1.8152140545745574,1.8152140545745574,0.0,0.0,3.630428109149115,3.630428109149115,0.0,0.0
17031020702->17031020701,0.7188412950248648,0.7188412950248648,0.0,0.0,1.4376825900497296,1.4376825900497296,0.0,0.0
17031020702->17031020601,0.8933502183505354,0.8933502183505354,0.0,0.0,1.7867004367010708,1.7867004367010708,0.0,0.0
17031020702->17031130300,1.260989183231182,1.260989183231182,0.0,0.0,2.521978366462364,2.521978366462364,0.0,0.0
17031020702->17031130100,1.2442162761846083,1.2442162761846083,0.0,0.0,2.4884325523692166,2.4884325523692166,0.0,0.0
17031020702->17031020802,1.5348320349538849,1.5348320349538849,0.0,0.0,3.0696640699077697,3.0696640699077697,0.0,0.0
17031020702->17031020801,1.8322833706723698,1.8322833706723698,0.0,0.0,3.6645667413447396,3.6645667413447396,0.0,0.0
